name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
피렐라,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51463.jpg,1989,2022,삼성,0.342,141,561,102,192,33,4,28,109,15,5,55,81,0.565,0.411
피렐라,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51463.jpg,1989,2023,삼성,0.285,139,557,66,159,28,1,16,80,6,4,42,69,0.425,0.339
이주찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51560.jpg,1998,2021,롯데,0,3,7,0,0,0,0,0,0,0,0,0,5,0,0
이주찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51560.jpg,1998,2024,롯데,0.167,17,24,7,4,1,0,1,2,0,0,1,9,0.333,0.2
최종은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51574.jpg,1998,2021,롯데,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
송재영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51594.jpg,2002,2021,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김선우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51604.jpg,2001,2022,KIA,0.333,3,3,1,1,0,0,0,0,0,0,0,0,0.333,0.5
김선우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51604.jpg,2001,2023,KIA,0.143,5,7,0,1,0,0,0,0,0,0,0,2,0.143,0.143
권다결,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51640.jpg,2002,2021,KIA,0.222,5,18,1,4,0,0,0,0,0,0,0,6,0.222,0.222
권다결,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51640.jpg,2002,2022,KIA,0.5,2,2,0,1,0,0,0,1,0,0,0,0,0.5,0.5
조현진,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51701.jpg,2002,2023,NC,0.2,10,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2
장지승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51706.jpg,1998,2021,한화,0.18,24,61,7,11,1,0,1,5,2,0,7,24,0.246,0.271
장지승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51706.jpg,1998,2023,한화,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
페레즈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51714.jpg,1991,2021,한화,0.268,59,224,26,60,15,1,5,33,4,5,17,52,0.411,0.321
힐리,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51725.jpg,1992,2021,한화,0.257,67,249,27,64,11,1,7,37,2,1,16,58,0.394,0.306
장규현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51762.jpg,2002,2021,한화,0.25,7,12,0,3,1,0,0,1,0,0,0,4,0.333,0.25
장규현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51762.jpg,2002,2024,한화,0,9,6,0,0,0,0,0,0,0,0,1,1,0,0.143
정민규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51764.jpg,2003,2021,한화,0.125,6,16,1,2,1,0,0,0,0,0,1,6,0.188,0.176
정민규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51764.jpg,2003,2022,한화,0.13,9,23,3,3,0,0,0,0,0,0,0,11,0.13,0.167
송호정,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51767.jpg,2002,2021,한화,0,10,10,1,0,0,0,0,0,0,0,1,8,0,0.091
박형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/51803.jpg,2001,2023,롯데,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
조요한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51809.jpg,2000,2021,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
조요한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51809.jpg,2000,2022,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
추신수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51817.jpg,1982,2021,SSG,0.265,137,461,84,122,19,2,21,69,25,9,103,123,0.451,0.409
추신수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51817.jpg,1982,2022,SSG,0.259,112,409,77,106,20,1,16,58,15,5,71,100,0.43,0.382
추신수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51817.jpg,1982,2023,SSG,0.254,112,382,65,97,17,1,12,41,6,4,65,79,0.398,0.379
추신수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/51817.jpg,1982,2024,SSG,0.281,78,253,40,71,14,1,5,37,5,1,37,68,0.403,0.373
장지훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51895.jpg,1998,2021,SSG,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
이용준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51948.jpg,2002,2022,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
오장한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51991.jpg,2002,2021,NC,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
오장한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51991.jpg,2002,2023,NC,0.143,3,7,2,1,0,0,0,0,0,0,1,5,0.143,0.25
한재승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51994.jpg,2001,2022,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
한재승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51994.jpg,2001,2023,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
한재승,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51994.jpg,2001,2024,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
오태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51996.jpg,2002,2021,NC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
오태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51996.jpg,2002,2022,NC,0,15,3,5,0,0,0,0,0,2,2,0,1,0,0.25
오태양,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51996.jpg,2002,2023,NC,0,21,3,4,0,0,0,0,0,3,3,0,3,0,0
알포드,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52009.jpg,1994,2022,KT,0.286,80,283,48,81,19,1,14,50,5,1,33,90,0.509,0.362
알포드,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52009.jpg,1994,2023,KT,0.289,133,491,83,142,31,3,15,70,17,4,47,140,0.456,0.356
라모스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52025.jpg,1992,2022,KT,0.25,18,72,10,18,1,1,3,11,2,0,4,18,0.417,0.304
라모스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52025.jpg,1992,2024,두산,0.305,80,311,43,95,19,3,10,48,3,3,27,60,0.482,0.36
박영현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52060.jpg,2003,2022,KT,-,4,0,0,0,0,0,0,0,0,0,0,0,-,-
박영현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52060.jpg,2003,2023,KT,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
박영현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52060.jpg,2003,2024,KT,-,6,0,0,0,0,0,0,0,0,0,0,0,-,-
이상우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52063.jpg,2003,2022,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김성우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52105.jpg,2003,2024,LG,0,4,5,0,0,0,0,0,0,0,0,0,4,0,0
루이즈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52112.jpg,1994,2022,LG,0.155,27,84,10,13,4,1,1,6,1,0,9,13,0.262,0.234
허준혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52119.jpg,1999,2022,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
가르시아,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52125.jpg,1993,2022,LG,0.206,39,136,21,28,6,1,4,19,4,1,19,40,0.353,0.308
이병헌,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52204.jpg,2003,2024,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최지강,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52206.jpg,2001,2024,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
애플러,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52308.jpg,1993,2022,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박찬혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52348.jpg,2003,2022,키움,0.211,52,161,13,34,5,0,6,17,0,1,9,67,0.354,0.274
박찬혁,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52348.jpg,2003,2023,키움,0.201,48,154,13,31,7,0,1,8,0,0,10,41,0.266,0.263
노운현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52394.jpg,2003,2022,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
이명종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52397.jpg,2002,2023,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
김상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52402.jpg,2003,2023,삼성,0.083,8,12,3,1,0,0,0,0,0,0,1,3,0.083,0.154
조민성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52405.jpg,2003,2022,삼성,0.308,12,13,3,4,0,0,1,3,1,0,2,7,0.538,0.438
조민성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52405.jpg,2003,2023,삼성,0.207,15,29,1,6,2,0,0,5,0,1,0,6,0.276,0.207
김서준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52460.jpg,2003,2022,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김서준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52460.jpg,2003,2023,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김세민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52514.jpg,2003,2022,롯데,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0.5
피터스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52526.jpg,1995,2022,롯데,0.228,85,316,32,72,16,0,13,48,7,4,26,77,0.402,0.299
렉스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52547.jpg,1993,2022,롯데,0.33,56,218,32,72,10,1,8,34,3,0,26,44,0.495,0.41
렉스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52547.jpg,1993,2023,롯데,0.246,55,203,20,50,4,2,4,30,0,1,28,54,0.345,0.338
소크라테스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52630.jpg,1992,2022,KIA,0.311,127,514,83,160,29,7,17,77,12,7,34,81,0.494,0.354
소크라테스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52630.jpg,1992,2023,KIA,0.285,142,547,91,156,31,3,20,96,15,6,52,80,0.463,0.344
소크라테스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52630.jpg,1992,2024,KIA,0.31,140,552,92,171,30,3,26,97,13,5,41,91,0.516,0.359
최지민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52639.jpg,2003,2024,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
유상빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52705.jpg,2000,2022,한화,0.326,17,46,3,15,5,0,0,4,0,1,0,11,0.435,0.319
유상빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/52705.jpg,2000,2023,한화,0,3,6,1,0,0,0,0,0,0,0,1,1,0,0.25
한경빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52710.jpg,1998,2024,한화,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
터크먼,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52712.jpg,1990,2022,한화,0.289,144,575,88,166,37,4,12,43,19,11,64,104,0.43,0.366
박준영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52731.jpg,2003,2023,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
라가레스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52806.jpg,1989,2022,SSG,0.315,49,181,24,57,9,0,6,32,3,1,14,18,0.464,0.362
크론,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52827.jpg,1993,2022,SSG,0.222,67,243,21,54,13,1,11,35,0,0,9,68,0.42,0.255
마티니,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52904.jpg,1990,2022,NC,0.296,139,510,67,151,34,1,16,85,12,4,51,86,0.461,0.365
강건,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53006.jpg,2004,2024,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
류현인,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53036.jpg,2000,2023,KT,0.13,17,23,6,3,0,0,0,3,0,0,1,4,0.13,0.167
손민석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53057.jpg,2004,2023,KT,0.1,9,10,2,1,0,0,0,1,0,0,1,3,0.1,0.25
정준영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53058.jpg,2004,2023,KT,0.292,34,48,6,14,2,0,0,6,0,0,3,11,0.333,0.333
정준영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53058.jpg,2004,2024,KT,0.226,43,62,9,14,2,0,0,3,0,0,8,16,0.258,0.324
송대현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53105.jpg,2000,2023,LG,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0
김범석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53144.jpg,2004,2023,LG,0.111,10,27,3,3,1,0,1,4,0,0,1,5,0.259,0.138
김범석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53144.jpg,2004,2024,LG,0.241,70,162,14,39,4,0,6,24,0,0,14,49,0.377,0.306
김동규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53164.jpg,2004,2023,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박민준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53204.jpg,2002,2024,두산,0,5,5,0,0,0,0,0,0,0,0,0,3,0,0
로하스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53211.jpg,1993,2023,두산,0.253,122,403,52,102,24,4,19,65,0,1,55,68,0.474,0.345
윤준호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53296.jpg,2000,2024,두산,0.25,3,4,1,1,0,0,0,1,0,0,0,1,0.25,0.25
송재선,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/53303.jpg,2000,2023,키움,0.333,5,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333
박성빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53305.jpg,2004,2024,키움,0.222,12,9,1,2,1,0,0,2,0,0,1,2,0.333,0.364
도슨,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/53327.jpg,1995,2023,키움,0.336,57,229,37,77,14,2,3,29,9,2,18,41,0.454,0.398
도슨,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/53327.jpg,1995,2024,키움,0.33,95,382,69,126,31,2,11,57,2,2,39,54,0.508,0.399
후라도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53375.jpg,1996,2023,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53400.jpg,2004,2023,삼성,0.15,17,20,1,3,0,0,1,2,0,0,2,4,0.3,0.227
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53400.jpg,2004,2024,삼성,0.238,35,84,13,20,4,0,2,12,4,0,5,23,0.357,0.278
류승민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53404.jpg,2004,2023,삼성,0.212,24,52,5,11,3,0,0,5,0,0,2,19,0.269,0.255
류승민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53404.jpg,2004,2024,삼성,0,5,1,1,0,0,0,0,0,0,0,2,1,0,0.667
강준서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53460.jpg,2000,2023,삼성,0.214,10,14,2,3,1,0,0,0,0,1,1,2,0.286,0.267
윤수녕,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53505.jpg,2000,2023,롯데,0.25,3,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25
구드럼,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53506.jpg,1992,2023,롯데,0.295,50,173,16,51,14,1,0,28,0,0,23,46,0.387,0.373
정대선,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53568.jpg,2004,2023,롯데,0.15,19,40,5,6,1,0,0,6,0,0,2,8,0.175,0.217
정대선,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53568.jpg,2004,2024,롯데,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0
서동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53569.jpg,2000,2023,롯데,0.118,13,17,2,2,1,0,0,0,0,0,3,5,0.176,0.25
서동욱,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53569.jpg,2000,2024,롯데,0.115,33,26,2,3,1,0,0,0,0,0,0,8,0.154,0.148
배영빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53587.jpg,2000,2023,롯데,0.313,18,16,2,5,2,0,0,0,1,0,1,2,0.438,0.353
곽도규,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53609.jpg,2004,2024,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
오그레디,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53712.jpg,1992,2023,한화,0.125,22,80,3,10,3,0,0,8,1,0,5,40,0.163,0.174
윌리엄스,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53716.jpg,1993,2023,한화,0.244,68,258,29,63,14,0,9,45,1,1,8,63,0.403,0.275
이민준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/53795.jpg,2004,2023,한화,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0.5
김건웅,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53844.jpg,2000,2023,SSG,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0
김정민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53865.jpg,2004,2023,SSG,0.5,8,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5
마틴,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/53955.jpg,1995,2023,NC,0.283,118,435,55,123,20,2,17,90,15,3,57,107,0.455,0.36
신용석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53991.jpg,2003,2024,NC,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
최명경,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54112.jpg,2001,2024,LG,0.333,1,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333
진우영,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54148.jpg,2001,2024,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김대원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54164.jpg,2001,2024,LG,0.5,19,4,5,2,0,0,0,0,2,1,0,1,0.5,0.5
김현종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54166.jpg,2004,2024,LG,0.2,17,15,8,3,1,0,0,2,0,0,0,4,0.267,0.25
김택연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54263.jpg,2005,2024,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
제러드,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54295.jpg,1995,2024,두산,0.326,38,144,29,47,16,1,10,39,4,0,21,35,0.66,0.42
박범준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54304.jpg,2004,2024,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
심휘윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54306.jpg,2005,2024,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김윤하,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54319.jpg,2005,2024,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김연주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54368.jpg,2004,2024,키움,-,4,0,0,0,0,0,0,0,0,0,0,0,-,-
육선엽,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54404.jpg,2005,2024,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
맥키넌,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54424.jpg,1994,2024,삼성,0.294,72,272,28,80,13,0,4,36,1,0,39,33,0.386,0.381
강승구,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54506.jpg,2003,2024,롯데,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0
백두산,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54507.jpg,2001,2024,롯데,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
이선우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54595.jpg,2005,2024,롯데,-,7,0,1,0,0,0,0,0,0,0,0,0,-,-
김두현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54614.jpg,2003,2024,KIA,0.4,3,5,2,2,0,0,0,0,0,0,0,0,0.4,0.5
김민주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54645.jpg,2002,2024,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
페라자,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/54730.jpg,1998,2024,한화,0.275,122,455,75,125,24,0,24,70,7,5,63,129,0.486,0.364
김세훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/54905.jpg,2005,2024,NC,0,7,4,0,0,0,0,0,0,0,0,1,2,0,0.2
김종찬,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60032.jpg,1987,2013,NC,0.143,5,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2010,LG,0,15,12,3,0,0,0,0,0,0,0,3,3,0,0.2
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2011,LG,0.194,20,36,4,7,1,1,0,3,1,0,4,9,0.278,0.275
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2014,LG,0.202,51,84,15,17,2,0,1,10,3,4,10,17,0.262,0.284
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2015,LG,0.323,25,31,4,10,4,0,0,0,0,0,3,3,0.452,0.382
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2016,LG,0.333,10,18,4,6,2,0,1,3,0,1,2,6,0.611,0.429
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2017,LG,0.327,52,101,15,33,9,0,4,18,1,0,12,18,0.535,0.412
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2018,한화,0.243,70,152,21,37,15,1,3,18,0,0,12,36,0.414,0.314
백진우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,1988,2019,한화,0.227,16,44,4,10,3,0,0,3,0,0,0,18,0.295,0.261
이태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60102.jpg,1986,2013,NC,0.146,70,82,5,12,2,0,0,4,0,0,8,26,0.171,0.247
이태원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60102.jpg,1986,2014,NC,0.121,62,66,5,8,2,0,0,4,0,0,2,20,0.152,0.147
신정락,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/60140.jpg,1987,2012,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
신정락,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/60140.jpg,1987,2017,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
신정락,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/60140.jpg,1987,2019,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
