plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm
하계 시정참여 2기 대학생 모집 (하남시),하남시 거주 대학생들의 시정 참여와 직무 경험을 위한 하계 시정참여자 모집,"□근무조건 : 주 5일 / 6시간(중식시간 1시간 별도) 
   - 근무기간 : 2024. 7. 29.(월) ~ 2024. 8. 23.(금)
   - 근무시간 : 09:00 ~ 16:00 (점심시간 12:00 ~ 13:00, 토·일요일, 공휴일 제외)
    ※ 시립도서관 등 배치부서 근무여건에 따라 주말근무(토, 일) 1일 근무 필수, 휴관일 휴무 등 근무기간 변동 가능 (주 이틀 범위 내 휴무)
    ※ 배치부서 사정에 따라 근무시간 조정 가능
       예시) 09:00 ~ 16:00 -> 11:00 ~ 18:00 근무
   - 수요 부서에 따라 현장 지원 업무(경로당 방문 등), 도서배가 및 자료실 정리 등 보조 업무 지원
   - 보  상  금 : 시간당 10,850원(2024년 하남시 생활임금 적용) 
   - 1일 보상액 : 65,100원(교통비·식비 포함)
   - 주휴수당 별도 지급",20240703 ~ 20240709,,,,"일자리,일자리","재직자,창업"
창원시 청년도전지원사업 참여자 모집(단기),미취업 청년들이 겪고 있는 어려운 환경 극복을 돕기 위해 자신감 회복 및 취업역량 강화 지원,"□ 지원내용
○ 맞춤형 프로그램 지원 : 미취업 청년의 사회활동 참여 의욕 고취를 위한 1:1 멘토링 및 특강 등 지역 청년에게 적합한 맞춤형 프로그램 지원
○ 참여수당 및 인센티브 지원 : 5주 이상 참여수당 50만원
※ 상세내용 공고문 참고",20240701 ~ 20240726,,18,39,"일자리,일자리","재직자,창업"
제주관광 콘텐츠 크리에이터 서포터즈 1기 모집 공고,"- 2024 트래블 트렌드, '경험과 가치'의 여행 테마별 콘텐츠 제작

 (①스크린투어리즘 ②디톡스여행 ③엔터투어먼트)

 - 제주 관광 이슈에 대한 긍정 콘텐츠 발굴

 (①제주관광 긍정이미지 ②제주 보전·공존·존중의 '제주와의 약속')","□ 대상: 제주도에 거주 중인 청년 크리에이터(19~39세)
 ※ 제주 여행에 관심이 많고 개인 SNS 활동이 활발하며, 여행 콘텐츠(글/사진/일러스트) 제작 가능한 청년, 
    영상제작 및 디자인 편집기술이 뛰어난 청년

□ 사업과제
 - 2024 트래블 트렌드, '경험과 가치'의 여행 테마별 콘텐츠 제작
   (①스크린투어리즘 ②디톡스여행 ③엔터투어먼트)
 - 제주 관광 이슈에 대한 긍정 콘텐츠 발굴
   (①제주관광 긍정이미지 ②제주 보전·공존·존중의 '제주와의 약속')

 □  콘텐츠 제작 및 홍보: 분야별 콘텐츠 제작 및 홍보
 - 영상편: 인스타그램, 릴스, 유튜브 숏폼 32회
 - 텍스트편: 블로그, 비짓제주 16회

 □  심사기준: 콘텐츠 활동평가(70점) + 콘텐츠 기획안(30점)

 □  콘텐츠 제작 지원금 및 시상
   - 콘텐츠 지원금
  · 1팀(인) 월 250,000원×4개월 (총1,000,000원/활동비 포함)
  · 월별 콘텐츠 제작을 성실히 이행한 자에 한하여 지원금 지급
   - 결과공유회 시상
  · 연말 결과 공유 및 우수팀 선정, 제주관광공사사장상 수상

  ※ 최종결과 공유회 발표 및 평가 심사 시행 후 수상금 차등 지급 예정",20240708 ~ 20240714,,19,39,참여권리,청년참여
제주청년센터 청년 재능나눔 프로젝트 : 청년교생 참여자 모집 공고,2024년 제주청년센터에서는 제주지역 청년에게 강의 기회 경험과 다양한 교육콘텐츠를 제공하고자 「2024년 제주청년센터 청년 재능나눔 프로젝트 : 청년교생」참가자를 모집 공고 및 홍보를 하고자 합니다.,"□ 대상   ※ 거주 증빙만 되면 활동 증빙은 안 하셔도 됩니다!!! (택1)
  - 재능나눔에 관심이 있으며 강의 경험 ․ 경력이 없거나 적은 제주지역 청년 
  - 제주지역에서 거주 또는 활동하고 있으며 모집 공고일(2024.7.9.)기준 19세-39세에 해당하는 청년
   ※ 거주 조건 : 주민등록증상 표기, 임대차 계약, 재학증명서 등으로 거주 증빙 가능
   ※ 활동 조건 : 최근 1년 이내 제주지역에서 강의 또는 재능 나눔 활동 시행

□ 활동 기간 및 활동혜택
 ○ 활동기간 : 2024.8.3.(토)~11.2.(토) (약 3개월)
 ○ 활동혜택
  - 강의 기회 제공(강사수당 최대 27만원 지원) ※ 인재개발원 강사수당 지급규정 일반강사 5급
  - 강의운영비 지원 ※ 금액 제한은 담당자와 협의
  - 역량강화 프로그램(특강, 강의 시연 및 전문가 자문 등) 제공
  - 활동수료 시 활동증명서(또는 활동사실확인서) 지급
  - 수강생 모집 지원",20240709 ~ 20240714,https://tinyurl.com/27l4s2k6,19,39,참여권리,청년참여
울산 중구 신혼부부 주택 전세자금 대출이자 지원(하반기),주거비 부담 완화 및 안정된 정주 여건 조성,"□ 지원내용 : 무주택 신혼부부 주택 전세자금 대출이자 지원
가. 주택 전세자금 대출잔액의 1.5%에 해당하는 이자액을 최대 100만원 지원
※ 천원단위 이하 절사
나. 지원횟수는 연 1회로 한정 (최대 2년간 지원)
다. 신청자가 많을 경우 다음의 우선순위에 따라 지원
※ 우선순위
- 1순위 : 혼인신고일이 먼저인 신혼부부
- 2순위 : 자녀수가 많은 가구
- 3순위 : 기준중위소득이 적은 신혼부부",20240701 ~ 20241030,,,,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
"합천군 1인가구 지원사업(1인가구, 나 행복 프로젝트)",1인가구를 위한 운동 및 요리프로그램,"□ 지원내용 : 1인가구를 위한 운동 및 요리프로그램
○ 진행일정 : 2024.7.16.~8.20.(매주 화) 18:30~20:30
○ 상세내용
- 1회기 7월 16일(화) 나를 위한 여름철 보양요리 
- 2회기 7월 23일(화) 맛있는 집밥요리
- 3회기 7월 30일(화) 간편 밀키트 만들기
- 4회기 8월 6일(화) 내 몸의 건강을 위한 인사이드 요가
- 5회기 8월 13일(화) 내 몸의 건강을 위한 인사이드 요가
- 6회기 8월 20일(화) 내 몸의 건강을 위한 인사이드 요가",20240701 ~ 20240819,https://hc.familynet.or.kr/web/lay1/program/S1T304C450/recruitReceipt/view.do?seq=161630,20,59,복지문화,문화활동
하동군 청년 월세 지원 사업 신청자 모집(3차),청년의 주거비 부담 경감 및 안정적 주거생활을 지원,"□ 지원 내용
○ 지원내용 : 월 임차료 중 최대 15만원 이내 지원(연 최대 150만원) ※ 생애 1회
※ 월 임차료가 15만원 미만일 경우 실제 납부금액만 지원
○ 지급방법 : 청년이 월세(임차료) 선 납부, 납부내역 확인 후 개인별 지급",20240620 ~ 20240705,https://baro.gyeongnam.go.kr/baro/serviceView.es?service_no=234&mid=a10202000000,19,45,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
하동형 청년거주자 귀농·귀촌인 모집(해와 달 해양낚시공원),하동군 내 거주하는 청년 및 귀농·귀촌인의 주거문제 해소를 위한 숙소 지원,"□ 지원 내용
○ 위치 : 경남 하동군 금남면 장환길 104-122(금남면 대치리 6-8)
○ 모집숙소 : 해양낚시공원 숙소(4실 원룸형2, 투룸형2)
○ 객실별 월임대료
1. 원룸형(35.17㎡)
- 입주가능일자 : 2024.7.20. ~
- 월임대료(원) : 185,000
2. 원룸형(34.46㎡)
- 입주가능일자 : 2024.7.24. ~
- 월임대료(원) : 170,000
3. 투룸형(59.92㎡)
- 입주가능일자 : 2024.7.20. ~
- 월임대료(원) : 282,000
4. 투룸형(69.98㎡)
- 입주가능일자 : 2024.7.20. ~
- 월임대료(원) : 305,000
5. 사무실(개방형)
- 입주가능일자 : 2024.7.15. ~
- 월임대료(원) : 조정 예정
※ 입주가능일자 및 사무실 임대사항은 상황에 따라 조정될 수 있음.",20240627 ~ 20240717,,19,45,"주거,주거","주택 및 거주지,전월세 및 주거급여 지원"
창원시 청년예술인 창작공간 지원사업 입주예술인 모집,합성동 지하상가 내 청년예술인 창작공간 지원을 통하여 청년예술가 창작활동 및 지역 문화예술 활성화 기여,"□ 지원내용
○ 모집분야 : 시각예술(회화, 설치, 사진, 공예, 만화 등) 
○ 위치 : 창원시 마산회원구 3·15대로 758 / 합성동 지하상가 내 창작공간 L9호
- 시설명 : 청년예술인 창작공간
- 창작공간 : 1개소
- 비고
· 창작공간(약 8평) : L9호
· 지하상가(운영시간 : 11 ~ 21시, 휴일 : 월 1회(마지막주 화요일))
○ 입주기간 : 2024. 7.~ 12.
○ 지원사항 : 합성동 지하상가 내 창작공간 제공, 전시, 및 프로그램 강사료 등
- 합성동 지하상가 내 창작공간 제공(임차료 및 관리비 지원) 
- 시민체험(교육)프로그램 운영* 강사료 및 재료(예산 범위 내)
* 운영기간 : 9월~11월 / 주 1회 2시간 기준
- 윈도우갤러리 전시 및 성과 전시회 개최(전시공간 제공)
※ 프로그램 운영에 따라 변동가능",20240626 ~ 20240709,,19,39,"일자리,일자리","취업,재직자"
창원시 청년 스포츠패스 사업 대상자 모집,"프로스포츠구단 경기 관람, 스포츠 강습비용 1인 10만원 상당 이용권 지급","□ 지원내용 : 프로스포츠구단 경기 관람, 스포츠 강습비용 1인 10만원 상당 이용권(카드) 지급
※ 10만원 이내 사용(추가 금액 자부담, 지역 내 사용) 
□ 사용기간: 카드 발급일로부터 2024. 11. 30.까지",20240805 ~ 20241031,https://www.changwon.go.kr/youth/youth.web,25,39,복지문화,문화활동
울주군 청년후계농 영농정착지원,젊고 유능한 인재의 농업분야 진출 촉진 및 농가 경영주의 고령화 추세완화 농업 인력구조 개선,"□ 지원금액: 독립경영 1년차 월 110만원, 2년차 월 100만원, 3년차 월 90만원
□ 지급방법: 농협 청년농업희망카드를 발급하여 바우처 방식으로 금액 지급
□ 의무사항: 의무교육, 재해보험 및 자조금 가입, 경영장부 기록 및 영농계획 이행, 전업적 독립 영농 유지, 성실 신고, 지원금 성실 사용, 의무 영농기간 준수
□ 융자금: 5억원 한도 금리 1.5%(고정), 5년 거치 20년 상환",20240401 ~ 20240430,,18,39,일자리,창업
2024 예술산업아카데미 <예술산업 마케팅 특강>,"예술산업 특화 마케팅 및 활용 사례 관련 특강 수강을 희망하시는 예술산업 마케팅, 홍보, 브랜딩 담당자 및 해당 직무 입직 희망자 여러분의 많은 관심과 신청 바랍니다.","2024 예술산업아카데미 <예술산업 마케팅 특강>1. 교육 일시 : 2024년 7월 10일 수요일 13:30~17:302. 교육 장소 : JCC CREATIVE CENTER 3F 오디토리움(서울 종로구 창경궁로 35길 45)3. 교육 대상 : 예술산업 마케팅, 홍보, 브랜딩 담당자 및 해당 직무 입직 희망자 80인4. 교육 형태 : 집합(강의형) 교육5. 등록비 : 무료6. 교육 내용- 예술산업 마케팅 분석 및 디지털 마케팅 전략- Need to Feed 예술 기업의 고객 지향 마케팅- 공연 마케팅 우수 활용 사",20240625 ~ 20240705,https://artmore.kr/moaa_sub/lecture/expert_lect_view.do?lecture_idx=358,1,100,"일자리,교육,교육","취업,미래역량강화,온라인교육"
안성시 청년 마음상담 프로그램 '마음 돋보기' 참여자 모집(7월),안성시 청년들의 자기탐색 및 자아성찰을 도모하고자 안성시 청년 마음상담 프로그램 '마음 돋보기' 참여자를 모집,"*일    정: 2024. 7. 18. (목) ~ 2024. 7. 25. (목) (총 2회기) 
*장    소: 안성시청년문화공간 청년톡톡(인지2길 16-8)
*운영 프로그램: 전문심리검사(TCI) 진행 및 해석 상담 진행 
*수 강 료: 무료",20240626 ~ 20240710,https://www.anseong.go.kr/youth/main.do,19,39,"복지문화,복지문화","건강,문화활동"
청년동아리  문화조성지원사업 (스케일업+2기)모집(평택시),평택시의 문화조성지원사업,"* 활동기간 : 2024년 07월 25일 (목) ~ 11월 21일 (목)
* 주요내용 : 소모임 또는 동아리 청년 커뮤니티 2팀(중복지원불가) / 팀당 활동지원비 지급 (월 35만원/총 140만원)
* 활동주제 : <자율동아리> 문화*공연/ 자기계발/ 학습/ 사회참여/ 운동/ 자유주제
* 특전 : 활동장소 제공 / 활동지원비 지급 / 활동증명서 발급
* 필수사항 
     -오리엔테이션 참석 (07월 25일 (목), 각 팀 1인 이상)  
     -월별 1회 센터 정기보고회 참여 (각 팀 1인 이상) 
     -월별 1회 이상 센터 공간 활용하여 모임 
     -매달 결과보고서 제출  
     -지원금 집행 시 기존 통장의 잔고를 0원으로 하고 지원금 전용통장으로 사용해야함.",20240704 ~ 20240719,,19,39,복지문화,문화활동
청년시동 프로그램(부천시),"사회생활 경험이 없거나, 경력사항이 약한 청년들의 자존감 회복과 진로 방향설정을 돕는 프로그램","■ 1:1상담 기간 : 2024년 07월 22일(월) ~ 08월 09일(수) 1시간(3h)
■ 교육내용 :    1차  자기이해와 자신감 회복
                        2차  자기탐색과 동기부여
                        3차  사회적 관계 이해 및 자기관리
                        4차  정보탐색과 진로 방향설정
   * 교육 내용을 반영한 1:1상담",20240605 ~ 20240815,,18,39,"일자리,일자리","취업,재직자"
"찾아가는 심리상담 ""오늘도 맑음"" 지원사업",전남 청년을 대상으로 자신의 마음속 문제를 인식하고 성장할 수 있도록 지원,"○ 사업내용
- 전담상담사 파견 운영을 통한 청년 심리상담 프로그램 운영
- 각 시·군 청년센터에서 이뤄지는 일대일 대면상담 진행
○ 상담분야
- 직장, 개인, 가정 내 직면한 다양한 심리·정서 문제 등",,,18,45,"복지문화,복지문화","건강,문화활동"
도시樂'(도전하고 시도하는 즐거움) 도전+(중기) 프로그램,청년구직의욕고취 프로그램으로 도전하고 시도하는 즐거움프로그램,"* 지원내용
- 5대 영역(밀창상담, 시례관리, 자신감 회복, 진로탐색, 취업역량강화)을 중심으로 구직단념 청년들의 구직의욕을 고취시키고, 노동시장 참여 및 취업 촉진 지원

* 지원금액
- 참여수당 : 150만원(50만원 X 3회)
- 인센티브 : 이수시 - 20만원 / 취업시 : 이수 후 6개월 이내 취업하고 3개월 근속 시 50만원
※ 명시된 내용은 최대 금액이며, 대상자의 참여도에 따라 지급금액이 상이할 수 있음

* 진행 시기 : 2024년 7월 ~ 10월 중(총 15주 진행)   -> 평일반과 주말반 중 선택(1)
  -  평일 : 7월 23일(화) ~ 8월 13일(화) 매주 화요일 (4주)
               8월 21일(수) ~ 10월 30일(수) 매주 수요일 (11주)
   - 주말 : 7월 20일(토) ~ 8월 17일(토) 매주 토요일 (5주)
               8월 21일(수) ~ 10월 23일(수) 매주 수요일 (10주)
* 7월부터 참여하는 중기프로그램 참여자들은 기존 중기프로그램 일정과 조금 상이하니 착오 없으시기 바랍니다",20240618 ~ 20240717,https://www.work.go.kr/youngChallenge/index.do,18,34,"일자리,일자리","취업,재직자"
