NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
193,경기도 광주시 역동,1**,8m미만,16.53,월세,202507,4,500,37,2008,역동로,202507~202612,신규,-,,,단독다가구
194,부산광역시 부산진구 양정동,5**,8m미만,84.3,월세,202507,4,"1,500",17,1970,동평로,202507~202707,갱신,사용,"2,000",25,단독다가구
195,경상남도 김해시 외동,6**,25m미만,33,월세,202507,4,800,47,2011,평전로57번길,202507~202607,신규,-,,,단독다가구
196,대구광역시 북구 산격동,1***,8m미만,20,월세,202507,4,400,30,2008,대학로9길,202507~202702,신규,-,,,단독다가구
197,대구광역시 북구 산격동,1***,8m미만,62.91,전세,202507,4,"7,000",0,,산격로1길,202507~202707,신규,-,,,단독다가구
198,광주광역시 광산구 신가동,1***,12m미만,49,월세,202507,4,500,50,2013,수완로9번길,202507~202607,신규,-,,,단독다가구
199,강원특별자치도 춘천시 효자동,6**,8m미만,30,전세,202507,4,"4,000",0,2018,서부대성로205번길,202507~202707,신규,-,,,단독다가구
200,제주특별자치도 제주시 도남동,6*,25m미만,40,월세,202507,4,300,55,2015,도남로16길,202507~202607,신규,-,,,단독다가구
201,경상북도 구미시 진평동,4*,12m미만,37,월세,202507,4,"1,500",10,2007,인동18길,202507~202607,신규,-,,,단독다가구
202,울산광역시 북구 연암동,3**,25m이상,50,월세,202507,4,"1,000",45,2016,무룡로,202507~202607,신규,-,,,단독다가구
203,울산광역시 북구 연암동,2**,12m미만,33,월세,202507,4,500,30,2012,연암10길,202507~202707,신규,-,,,단독다가구
204,경상남도 창원시 의창구 명서동,1**,12m미만,50.68,월세,202507,4,"7,000",5,1988,창이대로95번길,202508~202707,신규,-,,,단독다가구
205,대구광역시 달서구 진천동,4**,8m미만,83.24,월세,202507,4,"2,000",57,1991,진천로10길,202508~202708,신규,-,,,단독다가구
206,제주특별자치도 서귀포시 서호동,1***,12m미만,30,월세,202507,4,200,45,2011,신동로27번길,202507~202607,신규,-,,,단독다가구
207,대구광역시 남구 대명동,3***,8m미만,33,월세,202507,4,"1,000",40,2017,성당로,202509~202609,신규,-,,,단독다가구
208,인천광역시 서구 검암동,6**,12m미만,23.1,전세,202507,4,"5,000",0,2009,승학로506번안길,202507~202707,갱신,-,"5,000",0,단독다가구
209,대구광역시 남구 대명동,1***,12m미만,40,월세,202507,4,300,39,,중앙대로47길,202507~202607,신규,-,,,단독다가구
210,대전광역시 중구 대사동,1**,12m미만,58,월세,202507,4,700,35,2009,보문산공원로497번안길,202507~202707,신규,-,,,단독다가구
211,대전광역시 서구 탄방동,1***,12m미만,39,월세,202507,4,300,30,1999,남선로60번길,202507~202707,신규,-,,,단독다가구
212,울산광역시 중구 복산동,3**,8m미만,86.46,전세,202507,4,"12,000",0,1992,손골2길,202507~202707,신규,-,,,단독다가구
213,전북특별자치도 익산시 영등동,8**,12m미만,33,월세,202507,4,300,30,2013,하나로13길,202507~202607,신규,-,,,단독다가구
214,제주특별자치도 제주시 오라이동,6**,8m미만,34.14,월세,202507,4,300,81,2023,정실4길,202507~202607,신규,-,,,단독다가구
215,광주광역시 광산구 하남동,1***,12m미만,62.4,전세,202507,4,"9,000",0,2020,고봉로114번길,202508~202708,신규,-,,,단독다가구
216,대전광역시 서구 월평동,4**,8m미만,19,월세,202507,4,"2,000",25,2016,월평로31번길,202507~202607,신규,-,,,단독다가구
217,경기도 오산시 은계동,2*,8m미만,37.97,월세,202507,4,"5,000",35,2019,현충로72번길,202507~202707,신규,-,,,단독다가구
218,대구광역시 달서구 용산동,4**,12m미만,55,월세,202507,4,400,35,1997,성지로14안길,202507~202707,신규,-,,,단독다가구
219,경기도 여주시 하동,2**,8m미만,30,월세,202507,4,300,40,2018,청심로,202508~202608,신규,-,,,단독다가구
220,강원특별자치도 속초시 조양동,1***,8m미만,26,전세,202507,4,"5,500",0,2016,선사로1길,202507~202707,신규,-,,,단독다가구
221,경상남도 김해시 내동,5**,12m미만,36,월세,202507,4,800,50,2017,금관대로1277번길,-,-,-,,,단독다가구
222,부산광역시 동구 범일동,9*,12m미만,29.03,월세,202507,4,500,52,2017,범곡로,202507~202707,신규,-,,,단독다가구
223,경기도 하남시 덕풍동,7**,12m미만,109.65,전세,202507,4,"60,000",0,2013,덕풍북로32번길,202509~202709,신규,-,,,단독다가구
224,경기도 동두천시 지행동,6**,12m미만,42,월세,202507,4,500,50,2018,생연로9번길,202507~202601,신규,-,,,단독다가구
225,부산광역시 영도구 영선동2가,1*,12m미만,86.15,월세,202507,4,100,20,1973,절영로49번길,202507~202707,신규,-,,,단독다가구
226,경기도 동두천시 송내동,6**,12m미만,39,월세,202507,4,500,45,2013,중앙로33번길,202508~202707,신규,-,,,단독다가구
227,대전광역시 유성구 신성동,2**,25m미만,22,월세,202507,4,300,32,2011,신성로62번길,202507~202607,신규,-,,,단독다가구
228,광주광역시 북구 일곡동,8**,12m미만,143,전세,202507,4,"20,000",0,2014,일곡로49번길,202507~202707,신규,-,,,단독다가구
229,경기도 평택시 서정동,6*,8m미만,19.5,월세,202507,4,200,35,,송탄2로19번길,202507~202607,갱신,-,200,35,단독다가구
230,경상남도 김해시 삼정동,6**,12m미만,40,월세,202507,4,500,45,2014,인제로39번길,202507~202607,신규,-,,,단독다가구
231,대구광역시 달서구 두류동,1**,8m미만,30,월세,202507,4,500,30,2011,야외음악당로55길,202507~202607,신규,-,,,단독다가구
232,경기도 광명시 소하동,1***,12m미만,10,월세,202507,4,200,20,1980,영우로,202507~202707,신규,-,,,단독다가구
233,경기도 파주시 목동동,7**,12m미만,76.27,월세,202507,4,"3,000",85,,가재울로71번길,202507~202707,갱신,-,"3,000",85,단독다가구
234,전라남도 순천시 풍덕동,8**,8m미만,108.75,전세,202507,4,"4,000",0,1986,풍덕주택1길,202507~202707,신규,-,,,단독다가구
235,충청북도 충주시 호암동,1***,25m미만,49.9,월세,202507,4,500,71,2019,호암토성5길,202507~202606,신규,-,,,단독다가구
236,강원특별자치도 원주시 태장동,1***,8m미만,26.4,월세,202507,4,300,30,2018,흥양로18번길,202507~202607,신규,-,,,단독다가구
237,강원특별자치도 동해시 천곡동,1***,12m미만,100.98,월세,202507,4,"3,000",40,2003,샘실2길,202509~202708,신규,-,,,단독다가구
238,전북특별자치도 익산시 신동,7**,8m미만,38,월세,202507,4,200,58,2018,익산대로72길,202506~202606,신규,-,,,단독다가구
239,충청남도 아산시 권곡동,5**,12m미만,60,전세,202507,4,"6,000",0,2009,청운로,202507~202707,신규,-,,,단독다가구
240,경기도 김포시 풍무동,9**,25m미만,66.22,전세,202507,4,"18,000",0,2019,풍무2로,202508~202708,신규,-,,,단독다가구
241,경기도 부천시 소사구 범박동,2**,12m미만,43,전세,202507,4,"15,000",0,2014,양지로105번길,202509~202709,신규,-,,,단독다가구
242,경상남도 진주시 상대동,3**,8m미만,53,월세,202507,4,700,54,2017,돗골로118번길,202507~202707,신규,-,,,단독다가구
243,강원특별자치도 원주시 관설동,1***,25m미만,35,전세,202507,4,"4,000",0,2005,시청로,202507~202707,신규,-,,,단독다가구
244,광주광역시 남구 월산동,9*,8m미만,63.69,월세,202507,4,200,40,,백산길,202507~202707,신규,-,,,단독다가구
245,인천광역시 부평구 부평동,8**,8m미만,25,월세,202507,4,500,28,1989,신트리로36번길,202507~202707,신규,-,,,단독다가구
246,경기도 남양주시 다산동,6***,12m미만,69,전세,202507,4,"27,000",0,2018,다산중앙로82번안길,202507~202707,갱신,-,"25,000",0,단독다가구
247,울산광역시 북구 매곡동,5**,12m미만,33.06,월세,202507,4,300,41,2014,신기3길,202507~202607,신규,-,,,단독다가구
248,울산광역시 북구 호계동,2**,12m미만,40,월세,202507,4,500,48,2016,동대로,202507~202607,신규,-,,,단독다가구
249,울산광역시 동구 방어동,2**,8m미만,24,월세,202507,4,200,37,2008,상진2길,202507~202707,신규,-,,,단독다가구
250,인천광역시 부평구 부평동,9**,12m미만,33,월세,202507,4,500,50,1988,길주로602번길,202507~202707,신규,-,,,단독다가구
251,경기도 시흥시 정왕동,1***,8m미만,29.7,월세,202507,4,"1,500",37,2012,군서로42번길,202408~202608,신규,-,,,단독다가구
252,경기도 김포시 마산동,6**,12m미만,39.59,월세,202507,4,500,45,2016,김포한강8로148번길,202507~202607,신규,-,,,단독다가구
253,부산광역시 수영구 민락동,3*,8m미만,147.79,월세,202507,4,200,20,1974,광안해변로295번길,202507~202707,신규,-,,,단독다가구
254,대전광역시 동구 용전동,1**,12m미만,16.52,월세,202507,4,500,20,2004,계족로424번길,202507~202607,신규,-,,,단독다가구
255,인천광역시 서구 마전동,9**,25m미만,23.1,월세,202507,4,200,22,2016,검단로502번길,202507~202607,신규,-,,,단독다가구
256,경상북도 구미시 사곡동,6**,12m미만,30,월세,202507,4,500,27,2005,상사동로24길,202507~202607,신규,-,,,단독다가구
257,경상남도 진주시 평거동,3**,12m미만,33,월세,202507,4,500,40,2010,진양호로143번길,202507~202601,신규,-,,,단독다가구
258,대구광역시 동구 신기동,2**,12m미만,118.26,월세,202507,4,"1,000",70,2014,율하동로26길,202410~202510,신규,-,,,단독다가구
259,대구광역시 동구 신기동,2**,12m미만,60,월세,202507,4,"1,000",40,,율하동로26길,202503~202603,신규,-,,,단독다가구
260,경상북도 안동시 용상동,1***,12m미만,30,월세,202507,4,300,35,2012,성곡1길,202507~202607,신규,-,,,단독다가구
261,부산광역시 부산진구 당감동,3**,8m미만,98.28,월세,202507,4,250,39,1976,당감로50번길,202507~202507,신규,-,,,단독다가구
262,경기도 시흥시 장현동,5**,12m미만,28,월세,202507,4,300,30,2006,시청로80번길,202507~202607,신규,-,,,단독다가구
263,인천광역시 서구 원당동,9**,25m미만,51.37,월세,202507,4,"3,000",80,,당곡로3번길,202507~202707,신규,-,,,단독다가구
264,인천광역시 중구 운남동,1***,12m미만,30,월세,202507,4,"2,000",18,2016,운남동로3번길,202507~202707,신규,-,,,단독다가구
265,경상북도 경산시 계양동,6**,12m미만,45.5,월세,202507,4,"1,700",25,2015,원효로28길,202507~202607,신규,-,,,단독다가구
266,대구광역시 수성구 두산동,6*,12m미만,61.82,월세,202507,4,"1,000",60,2020,들안로14길,202507~202607,신규,-,,,단독다가구
267,부산광역시 수영구 수영동,3*,8m미만,28.29,월세,202507,4,"5,000",19,2018,수영성로27번길,202507~202607,신규,-,,,단독다가구
268,경기도 광주시 신현동,2**,8m미만,25,월세,202507,4,500,30,2010,문형산길,202507~202707,신규,-,,,단독다가구
269,대구광역시 수성구 상동,4*,12m미만,51,월세,202507,4,"9,500",20,2014,들안로19길,202507~202707,신규,-,,,단독다가구
270,경기도 평택시 신대동,8*,8m미만,31,월세,202507,4,300,47,2022,삽다리길,-,-,-,,,단독다가구
271,대구광역시 수성구 상동,3**,12m미만,29.35,월세,202507,4,"2,000",60,2023,수성로12길,202507~202607,신규,-,,,단독다가구
272,울산광역시 중구 학산동,*,12m미만,30,월세,202507,3,"1,500",25,2002,옥교12길,202507~202707,신규,-,,,단독다가구
273,대전광역시 서구 갈마동,3**,8m미만,23.14,월세,202507,3,100,30,2009,계룡로,202507~202601,신규,-,,,단독다가구
274,대전광역시 서구 갈마동,2**,12m미만,33,월세,202507,3,100,29,2011,신갈마로209번길,202507~202607,신규,-,,,단독다가구
275,울산광역시 중구 학성동,8*,12m미만,30,월세,202507,3,200,37,2017,학성공원8길,202507~202607,신규,-,,,단독다가구
276,울산광역시 북구 염포동,3**,8m미만,39,월세,202507,3,200,42,2009,새장터2길,202507~202607,신규,-,,,단독다가구
277,경기도 평택시 신장동,2**,8m미만,46.83,월세,202507,3,400,40,1985,송월로15번길,202506~202606,신규,-,,,단독다가구
278,대구광역시 북구 복현동,4**,8m미만,42.98,월세,202507,3,200,43,2006,경진로,202507~202607,신규,-,,,단독다가구
279,강원특별자치도 강릉시 유천동,7**,12m미만,56,월세,202507,3,"1,000",78,2017,선수촌로128번길,202507~202601,신규,-,,,단독다가구
280,경기도 평택시 신장동,1**,25m미만,51.05,월세,202507,3,"2,000",65,2023,목천로,202507~202606,신규,-,,,단독다가구
281,경기도 평택시 신장동,1**,25m미만,51,월세,202507,3,"2,000",60,2023,목천로,-,-,-,,,단독다가구
282,대구광역시 북구 산격동,1***,12m미만,22,월세,202507,3,100,28,2009,대동로,202507~202510,신규,-,,,단독다가구
283,대구광역시 북구 고성동2가,*,12m미만,40,전세,202507,3,"9,000",0,2003,고성로34길,202507~202707,신규,-,,,단독다가구
284,광주광역시 광산구 흑석동,7**,12m미만,83.64,월세,202507,3,300,45,2021,하남울로공원2길,202507~202707,신규,-,,,단독다가구
285,대구광역시 남구 대명동,7**,12m미만,25,월세,202507,3,200,23,2006,장전1길,202507~202607,신규,-,,,단독다가구
286,대구광역시 남구 대명동,1***,8m미만,28,월세,202507,3,200,30,2005,명덕로28길,202507~202607,신규,-,,,단독다가구
287,대구광역시 남구 대명동,3***,12m미만,30,월세,202507,3,"1,000",27,2011,성당로18길,202507~202607,신규,-,,,단독다가구
288,대구광역시 남구 대명동,1***,12m미만,55,월세,202507,3,"2,000",30,2002,장전1길,202507~202707,신규,-,,,단독다가구
289,대전광역시 서구 월평동,3**,12m미만,20,월세,202507,3,100,60,2021,월평로13번길,202507~202510,신규,-,,,단독다가구
290,경기도 안산시 상록구 사동,1***,25m미만,18,월세,202507,3,300,37,1996,학사4길,202508~202608,갱신,-,300,36,단독다가구
291,경상남도 김해시 흥동,6**,12m미만,81.97,월세,202507,3,"1,000",48,2001,흥동로69번길,202507~202707,신규,-,,,단독다가구
292,대전광역시 서구 도안동,1***,12m미만,23.35,월세,202507,3,"3,000",40,2021,원도안로179번길,202507~202707,신규,-,,,단독다가구
293,대전광역시 서구 도안동,1***,12m미만,43.63,전세,202507,3,"14,000",0,2021,원도안로207번길,202509~202709,신규,-,,,단독다가구
294,대전광역시 서구 도안동,1***,12m미만,60,전세,202507,3,"10,000",0,2012,도안동로31번길,202508~202708,신규,-,,,단독다가구
295,경기도 과천시 문원동,1**,8m미만,58.34,전세,202507,3,"26,000",0,2015,문원청계4길,202509~202708,신규,-,,,단독다가구
296,제주특별자치도 제주시 연동,2**,8m미만,47.88,월세,202507,3,200,33,1979,사장1길,202507~202607,신규,-,,,단독다가구
297,경기도 평택시 고덕동,2***,12m미만,38.71,월세,202507,3,500,80,2019,고덕여염10길,202507~202607,갱신,-,50,80,단독다가구
298,울산광역시 북구 명촌동,8**,-,45,월세,202507,3,"1,000",50,,명촌4길,202507~202607,신규,-,,,단독다가구
299,대구광역시 남구 봉덕동,7**,12m미만,45,월세,202507,3,300,58,2007,중앙대로30길,202507~202602,신규,-,,,단독다가구
300,대구광역시 남구 봉덕동,6**,8m미만,28.92,월세,202507,3,"2,000",30,2021,대덕로29길,202507~202607,신규,-,,,단독다가구
301,강원특별자치도 강릉시 홍제동,1***,12m미만,121.31,전세,202507,3,"20,000",0,2018,선수촌로63번길,202507~202707,신규,-,,,단독다가구
302,대구광역시 서구 원대동3가,1***,12m미만,33,월세,202507,3,300,33,2014,옥산로2길,202507~202607,신규,-,,,단독다가구
303,대전광역시 서구 만년동,3*,12m미만,33,전세,202507,3,"6,500",0,1997,만년남로3번길,202508~202708,신규,-,,,단독다가구
304,대전광역시 유성구 봉명동,5**,25m미만,58,월세,202507,3,"2,000",55,2014,계룡로74번길,202507~202607,갱신,사용,"2,000",50,단독다가구
305,경기도 의정부시 가능동,7**,8m미만,49.58,월세,202507,3,500,50,1994,흥선로41번길,202507~202707,신규,-,,,단독다가구
306,부산광역시 연제구 연산동,1***,12m미만,71.41,월세,202507,3,200,30,2010,중앙대로1056번길,202507~202607,신규,-,,,단독다가구
